Tahun	Minggu	Negeri	Daerah/Zon/PBT	Lokaliti	Jumlah Kes Terkumpul	Tempoh Wabak Berlaku (Hari)
2010	29	Selangor	Gombak	Kg Bendahara	20	49
2010	29	Selangor	Hulu Langat	Taman Sri Jelok	17	47
2010	29	Selangor	MPAJ	Pandan Jaya (Zon C)	8	45
2010	29	Selangor	Hulu Langat	Taman Sri Bangi	9	39
2010	29	Selangor	Hulu Langat	Fasa 1 Seksyen 8 Bandar Baru Bangi	8	38
2010	29	Selangor	MPS	Jalan Hijau Gv 3 Btp	8	38
2010	29	Selangor	Hulu Langat	Taman Maju Kajang	6	36
2010	29	Selangor	Gombak	Taman Desa Jaya	14	34
2010	29	Selangor	Gombak	Taman Selayang Jaya	9	33
2010	29	Selangor	Hulu Langat	Taman Cheras Jaya (2)	13	32
2010	29	Selangor	Hulu Langat	Apartment D'Puncak Suasana Bandar Tun Hussin Onn	7	31
2010	29	Johor	MPJBT	Rumah Rakyat Lima Kedai	17	53
2010	29	Johor	MBJB	Taman Century	68	60
2010	29	Johor	MBJB	Taman Sri Tebrau	6	39
2010	29	Johor	MBJB	Kg Melayu Majidee	6	31
2010	29	Johor	MPPG	Rumah Pangsa Jalan Tembusu	16	70
2010	29	Johor	MPPG	Perjiranan 9 Pasir Gudang	15	70
2010	29	Sarawak	Sibu	Jalan Tiong Hua	29	52
2010	29	Sarawak	Sibu	Jalan Huo Ping	15	42
2010	29	Sarawak	Sibu	Jalan Hardin	10	45
2010	29	Sarawak	Sibu	Jalan Laichee	7	32
2010	29	Sarawak	Bintulu	"Kg Sebuan Kecil,Jepak"	12	40
2010	29	Kelantan	Pasir Mas	Kg Jejawi	11	33
2010	29	WPKL	Setapak	"Setapak Jaya Jalan 1,3,5,6,13&14"	6	32
2010	29	Perak	Kinta	Kg Sg Tapah Tambahan	9	55
2010	29	Perak	Kinta	Kg Manjoi	15	42
2010	29	N. Sembilan	Seremban	Taman Panchor Jaya F3	5	35
2010	29	Melaka	Jasin	Taman Maju	11	36
2010	30	Selangor	Gombak	Kg Changkat	32	102
2010	30	Selangor	MPAJ	Aus Taman Keramat (Zon A)	42	96
2010	30	Selangor	MPAJ	Pandan Jaya (Zon B)	39	80
2010	30	Selangor	Hulu Langat	Kem Pga (2)	21	69
2010	30	Selangor	MPAJ	Pandan Perdana (Zon B)	19	65
2010	30	Selangor	Hulu Langat	Pangsapuri Baiduri Bandar Tasik Kesuma	22	58
2010	30	Selangor	Gombak	Kg Bendahara	21	56
2010	30	Selangor	Hulu Langat	Taman Sri Jelok	19	54
2010	30	Selangor	Hulu Langat	Taman Sri Sangi	9	46
2010	30	Selangor	Hulu Langat	Fasa 1 Seksyen 8 Bandar Baru Sangi	12	45
2010	30	Selangor	Gombak	Taman Desa Jaya	16	41
2010	30	Selangor	Gombak	Taman Selayang Jaya	10	40
2010	30	Selangor	Hulu Langat	Taman Cheras Jaya (2)	17	39
2010	30	Selangor	Gombak	Apartment Nuri Bukit Ldaman	5	33
2010	30	Selangor	Hulu Langat	Apartment D'Tinggian Suasana Bandar Tun Hussein Onn 9 (3)	7	32
2010	30	Selangor	MPAJ	Taman Melawati (Zon 5)	6	32
2010	30	Selangor	MBSA	Apartment Perdana Seksyen 13 (Blok 2& 4)	7	30
2010	30	Johor	MBJB	Taman Century	68	67
2010	30	Johor	MBJB	Taman Melodies	6	32
2010	30	Johor	MBJB	Taman Sri Tebrau	7	46
2010	30	Johor	MBJB	Kg Melayu Majidee	7	38
2010	30	Johor	MBJBT	Taman Johar Jaya Jalan Teratai	6	36
2010	30	Johor	MPPG	Rumah Pangsa Jalan Tembusu	16	77
2010	30	Sarawak	Sibu	Jalan Tiong Hua	31	59
2010	30	Sarawak	Sibu	Jalan Hua Ping	17	49
2010	30	Sarawak	Sibu	Jalan Hardin	10	52
2010	30	Sarawak	Sibu	Jalan Laichee	8	39
2010	30	Sarawak	Sibu	Jalan Foochow	10	34
2010	30	Sarawak	Sibu	Jalan Hua Kiew	13	33
2010	30	Sarawak	Bintulu	"Kg Sebuan Kecil, Jepak"	13	47
2010	30	WPKL	Setapak	"Setapak Jaya Jalan 1,3,5,6,13&14"	7	39
2010	30	WPKL	Setapak	Taman Melati Jalan Taman Melati 1-7 Qrts Bomba.	8	32
2010	30	Perak	Kinta	Kg Manjoi	15	49
2010	30	Perak	MB lpoh	Taman Silibin	5	32
2010	31	Selangor	Gombak	Kg Changkat	37	109
2010	31	Selangor	MPAJ	Au5 Taman Keramat (Zon A)	43	103
2010	31	Selangor	MPAJ	Pandan Jaya (Zon B)	39	87
2010	31	Selangor	Hulu Langat	Kem Pga (2)	22	76
2010	31	Selangor	Gombak	Kg Bendahara	22	63
2010	31	Selangor	Hulu Langat	Taman Sri Jelok	21	61
2010	31	Selangor	Hulu Langat	Fasa 1 Seksyen 8 Bandarbaru Bangi	15	52
2010	31	Selangor	Gombak	Taman Desa Jaya	18	48
2010	31	Selangor	Gombak	Taman Selayang Jaya	12	47
2010	31	Selangor	Hulu Langat	Taman Cheras Jaya (2)	18	46
2010	31	Selangor	Hulu Langat	Apartment D'Tinggian Suasana Bandar Tun Hussein Onn 9 (3)	7	39
2010	31	Selangor	Sepang	Taman Mawar 2	12	35
2010	31	Selangor	Gombak	Taman Selayang Baru	6	35
2010	31	Selangor	MPS	Taman Rawang Perdana 2 Fasa 10	6	32
2010	31	Selangor	MBPJ	Mentari Court Pjs 8	5	31
2010	31	Johor	MBJB	Kg Melayu Majidee	7	45
2010	31	Johor	MPJBT	Taman Pulai Utama Jalan Pulai 43-85	6	33
2010	31	Johor	MPJBT	Taman Desa Cemerlang Jalan Tanjung	4	32
2010	31	Johor	MBJBT	Taman Johor Jaya Jalan Teratai	7	43
2010	31	Johor	MBJB	Taman Cempaka	10	33
2010	31	Sarawak	Sibu	Jalan Tiong Hua	32	66
2010	31	Sarawak	Sibu	Jalan Huo Ping	20	56
2010	31	Sarawak	Sibu	Jalan Laichee	8	46
2010	31	Sarawak	Sibu	Jalan Foochow	10	41
2010	31	Sarawak	Sibu	Jalan Hua Kiew	14	40
2010	31	Sarawak	Sibu	Jalan Amoy	9	31
2010	31	Sarawak	Bintulu	"Kg Sebuan Kecil,Jepak"	14	54
2010	31	Sarawak	Bau	Kg Stenggang	10	31
2010	31	WPKL	Setapak	"Setapak Jaya Jalan 1,3,5,6,13&14"	9	46
2010	31	Kelantan	Pasir Mas	Kg Teresek	8	32
2010	32	Selangor	Gombak	Kg Changkat	43	116
2010	32	Selangor	MPAJ	Au5 Taman Keramat (Zon A)	43	110
2010	32	Selangor	Hulu Langat	Kem Pga (2)	22	83
2010	32	Selangor	Gombak	Kg Bendahara	22	70
2010	32	Selangor	Hulu Langat	Taman Sri Jelok	21	68
2010	32	Selangor	Hulu Langat	Fasa 1 Seksyen 8 Bandar Baru Bangi	15	59
2010	32	Selangor	Gombak	Taman Selayang Jaya	12	54
2010	32	Selangor	Hulu Langat	Taman Cheras Jaya (2)	20	53
2010	32	Selangor	Sepang	Taman Mawar 2	14	42
2010	32	Selangor	MPSJ	Taman Sri Serdang 2	10	36
2010	32	Selangor	MPKJ	Taman Kajang Mewah	6	32
2010	32	Selangor	MPS	Jalan Hijau Gv5 Btp	6	30
2010	32	Johor	MBJB	Taman Sri Tebrau	9	60
2010	32	Johor	MBJB	Kg Melayu Majidee	10	52
2010	32	Johor	MBJBT	Taman Johor Jaya Jalan Teratai	7	50
2010	32	Johor	MPJBT	Taman Desa Cemerlang Jalan Johar.	9	39
2010	32	Johor	MPJBT	Flat Bandar Pulai Jaya	6	31
2010	32	Johor	MBJB	Apartment Sri Wangi	5	30
2010	32	Johor	MBJB	Kg Dato Sulaiman Menteri	5	30
2010	32	Sarawak	Sibu	Jalan Tiong Hua	32	73
2010	32	Sarawak	Sibu	Jalan Huo Ping	20	63
2010	32	Sarawak	Bintulu	"Kg Sebuan Kecil,Jepak"	14	61
2010	32	Sarawak	Sibu	Jalan Laichee	9	53
2010	32	Sarawak	Sibu	Jalan Hua Kiew	15	47
2010	32	WPKL	Setapak	"Setapak Jaya Jalan 1,3,5,6,13&14"	9	53
2010	32	WPKL	Klang Lama	Taman Oug Jalan Hujan Emas 8 & 9 Jalan Hujan Gerimis 1&2	8	33
2010	32	Kelantan	Pasir Mas	Kg Teresek	9	39
2010	32	Kelantan	Kota Bharu	Lorong Merican	20	35
2010	32	Pahang	Kuantan	Taman Beserah	6	30
2010	33	Selangor	Gombak	Kg Changkat	46	123
2010	33	Selangor	Hulu Langat	Taman Sri Jelok	27	75
2010	33	Selangor	Gombak	Taman Selayang Jaya	17	61
2010	33	Selangor	Hulu Langat	Taman Cheras Jaya (2)	20	60
2010	33	Selangor	Sepang	Taman Mawar 2	15	49
2010	33	Selangor	MPKJ	Taman Kajang Mewah	7	39
2010	33	Selangor	Hulu Langat	Taman Jasmin	10	32
2010	33	Johor	MBJB	Kg Melayu Majidee	11	59
2010	33	Johor	MPJBT	Taman Desa Cemerlang Jalan Johar	9	46
2010	33	Johor	MBJB	Apartment Sri Wangi	5	37
2010	33	Johor	MBJB	Kg Dato Sulaiman Menteri	6	37
2010	33	Johor	MBJB	Taman Sutera	9	31
2010	33	Sarawak	Sibu	Jalan Huo Ping	20	70
2010	33	Sarawak	Sibu	Jalan Laichee	9	60
2010	33	Sarawak	Sibu	Jalan Hua Kiew	15	54
2010	33	WPKL	Klang Lama	Taman Oug Jalan Hujan Emas 8 & 9 Jalan Hujan Gerimis 1&2	8	40
2010	33	WPKL	Setapak	Genting Court Kondo	10	36
2010	33	Kelantan	Pasir Mas	Kg Teresek	9	46
2010	33	Kelantan	Kota Bharu	Lorong Merican	22	42
2010	34	Selangor	Gombak	Kg Changkat	50	130
2010	34	Selangor	Hulu Langat	Taman Sri Jelok	27	82
2010	34	Selangor	Gombak	Taman Selayang Jaya	17	68
2010	34	Selangor	MPKJ	Taman Kajang Mewah	8	46
2010	34	Selangor	Hulu Langat	Taman Jasmin	10	39
2010	34	Selangor	MPS	Bandartasik Puteri Fasa 7	8	34
2010	34	Selangor	MBSA	Seksyen 17 (Flat 17/1)	7	33
2010	34	Selangor	MBPJ	Flat Impian Baiduri Seksyen 51A	6	33
2010	34	Selangor	Gombak	Taman Selasih Fasa 1	6	32
2010	34	Johor	MBJB	Kg Melayu Majidee	13	66
2010	34	Johor	MBJB	Apartment Sri Wangi	6	44
2010	34	Johor	MBJB	Kg Dato Sulaiman Menteri	7	44
2010	34	Johor	MBJB	Taman Suria	9	38
2010	34	Johor	MBJB	Taman Cempaka	13	53
2010	34	Sarawak	Sibu	Jalan Hua Kiew	15	61
2010	34	Sarawak	Sibu	"Tuong Aik Shipyard,Sg Bidut"	11	31
2010	34	WPKL	Klang Lama	Taman Oug Jalan Hujan Emas 8 & 9 Jalan Hujan Gerimis 1&2	11	47
2010	34	WPKL	Setapak	Genting Court Kondo	13	43
2010	34	WPKL	Cheras	Flat Sri Kota	6	30
2010	34	Kelantan	Kota Bharu	Lorong Merican	22	49
2010	34	Kelantan	Pasir Mas	Kg Rasal	9	34
2010	35	Selangor	Gombak	Kg Changkat	54	137
2010	35	Selangor	MPKJ	Taman Kajang Mewah	8	53
2010	35	Selangor	MPS	Bandar Tasik Puteri Fasa 7	10	41
2010	35	Selangor	MPSJ	Bt 13 (Kg Kenangan)	7	32
2010	35	Johor	MBJB	Kg Melayu Majidee	15	73
2010	35	Johor	MBJB	Apartment Sri Wangi	6	51
2010	35	Johor	MBJB	Kg Dato Sulaiman Menteri	8	51
2010	35	Johor	MBJB	Taman Suria	11	45
2010	35	Johor	MBJB	Taman Cempaka	14	60
2010	35	Johor	MBJB	Taman Munsyi Ibrahim Jalan Dian	7	33
2010	35	Johor	MPPG	Flat Taman Cendana	6	36
2010	35	Johor	MBJBT	Taman Johor Jaya Jalan Teratai	8	71
2010	35	Melaka	Melaka Tengah	Taman Melaka Baru Fasa 1	13	32
2010	35	Melaka	Melaka Tengah	Taman Air Keroh Height	13	32
2010	35	Melaka	Melaka Tengah	Kg Lapan Tengkera	23	32
2010	35	Melaka	Melaka Tengah	Taman Kota Laksamana S1	7	31
2010	35	Sarawak	Sibu	"Tuong Aik Shipyard,Sg Bidut"	13	39
2010	35	WPKL	Klang Lama	Taman Oug Jalan Hujan Emas 8 & 9 Jalan Hujan Gerimis 1&2	11	54
2010	35	WPKL	Setapak	Genting Court Kondo	15	50
2010	35	WPKL	Cheras	Desa Tasik Polis	6	31
2010	35	Kelantan	Kota Bharu	Lorong Merican	27	56
2010	35	Kelantan	Kota Bharu	Cabang 3 Pengkalan Chepa	8	33
2010	35	Terengganu	K.Terengganu	Kg Gong Penaga	9	30
2010	36	Selangor	Gombak	Kg. Changkat	55	144
2010	36	Selangor	MPSJ	"Kg.Tengah 4, Gombak, Setapak"	11	34
2010	36	Selangor	Gombak	Taman Sri Gombak  Fasa 7	6	33
2010	36	Selangor	Gombak	Taman Sri Gombak  Fasa 4	6	32
2010	36	Selangor	MPS	Bandar Tasik Puteri Fasa 7	12	48
2010	36	Sarawak	Sibu	"Tuong Aik Shipyard, Sg Bidut"	13	45
2010	36	Kelantan	Kota Bharu	Lorong Merican	28	63
2010	36	Kelantan	Kota Bharu	"Cabang 3, Pengkalan Chepa"	8	40
2010	36	Johor	MBJB	Kg. Melayu Majidee	17	80
2010	36	Johor	MBJB	Kg. Dato Sulaiman Menteri	9	58
2010	36	Johor	MBJB	Taman Suria	11	52
2010	36	Johor	MBJB	Taman Cempaka	18	67
2010	36	Johor	MBJB	"Taman Munsyi Ibrahim, Jln. Dian"	7	40
2010	36	Johor	MPPG	Flat Taman Cendana	7	43
2010	36	Johor	MBJBT	"Taman. Johor Jaya, Jln. Teratai"	8	79
2010	36	Johor	MPPG	"Taman Scientex, Jln. Kijang"	5	56
2010	36	Johor	MBJB	Apartment Sri Wangi	8	58
2010	36	Johor	MPPG	Taman Mawar	9	32
2010	36	WPKL	Cheras	Desa Tasik Polis	8	38
2010	36	WPKL	Zon Setapak	Villa Wangsa Mas Kondo	4	30
2010	36	WPKL	Zon Setapak	Genting Court Condo	16	57
2010	36	Melaka	Melaka Tengah	Taman  Air Keroh Height	14	39
2010	36	Melaka	Melaka Tengah	Kg. Lapan Tengkera	25	39
2010	36	Melaka	Melaka Tengah	Taman Kota Laksamana S.1	9	38
2010	36	Melaka	Melaka Tengah	Taman  Melaka  Baru  Fasa 1	14	39
2010	36	Melaka	Melaka Tengah	Taman Sinn Ujong Pasir	16	30
2010	36	Terengganu	KKM	"Kg. Simpang 4, Chendering"	32	35
2010	36	P. Pinang	KKM	"Flat  Hanna, Sungai Dua"	31	30
2010	37	Selangor	Gombak	Kg Changkat	55	151
2010	37	Selangor	MPS	Bandar Tasik Puteri Fasa 7	12	55
2010	37	Selangor	Gombak	Taman Sri Gombak Fasa 7	6	40
2010	37	Selangor	MPS	Taman Rawang Perdana Fasa 5	7	36
2010	37	Selangor	Gombak	Taman Selayang Bahagia	8	36
2010	37	Johor	MBJB	Kg Melayu Majidee	18	87
2010	37	Johor	MBJB	Kg Dato Sulaiman Menteri	9	65
2010	37	Johor	MBJB	Taman Cempaka	19	75
2010	37	Johor	MBJB	Taman Munsyi Ibrahim Jln Dian	9	47
2010	37	Johor	MPPG	Flat Taman Cendana	10	50
2010	37	Johor	MBJBT	Taman Johor Jaya Jln Teratai	10	85
2010	37	Johor	MPPG	Taman Mawar	9	39
2010	37	Johor	MBJB	Apartment Sri Wangi	8	65
2010	37	Melaka	Melaka Tengah	Taman Melaka Baru Fasa 1	15	46
2010	37	Melaka	Melaka Tengah	Taman Air Keroh Height	14	46
2010	37	Melaka	Melaka Tengah	Kg. Lapan Tengkera	26	46
2010	37	Melaka	Melaka Tengah	Taman Kota Laksamana S.1	9	45
2010	37	Melaka	Melaka Tengah	Taman Kesidang Seksyen 1/Kg 8	23	31
2010	37	Melaka	Melaka Tengah	Taman Kenanga Seksyen1	24	36
2010	37	Sarawak	Sibu	"Tuong Aik Shipyard,Sg Bidut"	14	52
2010	37	Sarawak	Sibu	Lorong Belian	7	31
2010	37	WPKL	Setapak	Genting Court Kondo	16	64
2010	37	WPKL	Cheras	Desa Tasik Polis	9	45
2010	37	WPKL	Klang Lama	Taman Sri Petaling (Endah Villa Condo)	6	36
2010	37	Kelantan	Kota Bharu	Lorong Merican	28	70
2010	37	Kelantan	Kota Bharu	Kg Kok Pasir	34	32
2010	37	Kelantan	Kota Bharu	Taman Idaman	8	31
2010	37	Kelantan	Kota Bharu	Taman Desa Kemumin	8	31
2010	37	Kelantan	Kota Bharu	Kg Batu 3 Jln Kuala Krai	7	32
2010	37	Terengganu	K.Terengganu	Kg Simpang 4 Chendering	36	42
2010	37	Terengganu	K.Terengganu	Flat Polis Padang Hiliran	8	30
2010	37	P. Pinang	Timur Laut	"Flat Hamna,Sg Dua"	39	37
2010	38	Selangor	Gombak	Taman Selayang Bahagia	9	43
2010	38	Selangor	MPS	Taman Rawang Perdana Fasa 5	7	43
2010	38	Selangor	Hulu Langat	Taman Shah Jaya	5	36
2010	38	Selangor	Gombak	Taman Pinggiran Bt Caves Z2	13	34
2010	38	Selangor	Gombak	Taman Sri Gombak Fasa 9	8	31
2010	38	Selangor	Hulu Langat	Taman Zamrud	5	30
2010	38	Selangor	Gombak	Kg Selayang Indah	5	30
2010	38	Johor	MBJB	Kg Melayu Majidee	19	94
2010	38	Johor	MBJB	Taman Cempaka	20	82
2010	38	Johor	MBJB	Taman Munsyi Ibrahim Jln Dian	9	54
2010	38	Johor	MPPG	Flat Taman Cendana	18	57
2010	38	Johor	MBJBT	Taman Johor Jaya Jln Teratai	10	92
2010	38	Johor	MPPG	Taman Mawar	10	46
2010	38	Johor	MPPG	Taman Air Biru Jln Jati	4	36
2010	38	Johor	MPJBT	Taman Putri Wangsa Jln Beladau 33.43	6	31
2010	38	Johor	MBJB	Apartment Sri Wangi	10	72
2010	38	Johor	MPJBT	Taman Putri Wangsa Jln Badik	9	32
2010	38	Johor	MPPG	Taman Scientex Jln Kijang	6	70
2010	38	Melaka	Melaka Tengah	Taman Melaka Baru Fasa 1	16	53
2010	38	Melaka	Melaka Tengah	Kg. Lapan Tengkera	29	53
2010	38	Melaka	Melaka Tengah	Taman Kesidang Sek.1/Kg 8	23	38
2010	38	Melaka	Melaka Tengah	Taman Kenanga Sek.1	25	43
2010	38	Sarawak	Sibu	"Tuong Aik Shipyard,Sg Bidut"	14	59
2010	38	WPKL	Cheras	Desa Tasik Polis	10	52
2010	38	WPKL	Cheras	Ppr Desa Tun Razak	4	31
2010	38	WPKL	Kepong	"Kepong Baru (Jln Bangau,Jln Kelicap, Jln Helang,Jln Bungur)"	4	30
2010	38	Kelantan	Kota Bharu	Kg Kok Pasir	34	39
2010	38	Kelantan	Kota Bharu	Taman Desa Kemumin	8	38
2010	38	Kelantan	Kota Bharu	Taman Guru	11	33
2010	38	Kelantan	Kota Bharu	"Kuarters Penjara, Pengkalan Chepa."	4	30
2010	38	Terengganu	K.Terengganu	Kg Simpang 4 Chendering	40	49
2010	38	Terengganu	K.Terengganu	Flat Polis Padang Hiliran	16	37
2010	38	P. Pinang	Timur Laut	"Flat Hamna,Sg Dua"	39	44
2010	38	Perlis	Kangar	Taman Singgahsana	7	35
2010	39	Selangor	Gombak	Taman Selayang Bahagia	9	50
2010	39	Selangor	Hulu Langat	Taman Shah Jaya	7	43
2010	39	Selangor	Gombak	Taman Pinggiran Bt Caves Z2	14	41
2010	39	Selangor	Gombak	Taman Sri Gombak Fasa 9	9	38
2010	39	Selangor	Hulu Langat	Taman Zamrud	6	37
2010	39	Selangor	Gombak	Kg Selayang Indah	7	37
2010	39	Selangor	Hulu Langat	Apartment Intana Ria Seksyen 7   Bandar Baru Bangi	11	31
2010	39	Johor	MBJB	Kg Melayu Majidee	20	101
2010	39	Johor	MBJB	Taman Cempaka	22	89
2010	39	Johor	MPPG	Flat Taman Cendana	21	64
2010	39	Johor	MPPG	Taman Mawar	12	53
2010	39	Johor	MPJBT	Taman Putri Wangsa Jln Beladau 33.43	7	38
2010	39	Johor	MBJB	Apartment Sri Wangi	11	79
2010	39	Johor	MPJBT	Taman Putri Wangsa Jln Badik	10	39
2010	39	Johor	MBJB	Kawasan Industri Tampoi.	11	36
2010	39	Johor	MPPG	Taman Scientex Jln Kijang	7	77
2010	39	Johor	MPPG	"Taman Scientex, Jln. Helang"	13	32
2010	39	Johor	MBJB	"Taman Rinting, Jln. Balau"	11	33
2010	39	Johor	MPJBT	Taman Bkt Jaya Jln Denai	6	30
2010	39	Melaka	Melaka Tengah	Kg. Lapan Tengkera	30	60
2010	39	Melaka	Melaka Tengah	Taman Kenanga Sek.1	26	50
2010	39	Melaka	Melaka Tengah	Kg Limbungan	13	34
2010	39	WPKL	Cheras	Ppr Desa Tun Razak	4	38
2010	39	WPKL	Kepong	"Kepong Baru (Jln Bangau,Jln Kelicap, Jln Helang,Jln Bungur)"	5	37
2010	39	Kelantan	Kota Bharu	Taman Desa Kemumin	8	45
2010	39	Kelantan	Kota Bharu	Taman Uda Murni	10	33
2010	39	Terengganu	K.Terengganu	Kg Simpang 4 Chendering	43	56
2010	39	Terengganu	K.Terengganu	Flat Polis Padang Hiliran	26	44
2010	39	Terengganu	K.Terengganu	Kg Gong Pak Maseh	15	36
2010	39	P. Pinang	Timur Laut	"Flat Hamna,Sg Dua"	39	51
2010	39	Perlis	Kangar	Taman Singgahsana	8	42
2010	40	Selangor	Hulu Langat	Taman Shah Jaya	7	50
2010	40	Selangor	Gombak	Taman Pinggiran Bt Caves Z2	14	48
2010	40	Selangor	Gombak	Taman Sri Gombak Fasa 9	11	45
2010	40	Selangor	Hulu Langat	Taman Zamrud	6	44
2010	40	Selangor	Gombak	Kg Selayang Indah	7	44
2010	40	Selangor	Hulu Langat	Apartment Intana Ria Seksyen 7   Bandar Baru Bangi	13	38
2010	40	Selangor	Gombak	Selayang Baru K4	7	35
2010	40	Selangor	Hulu Langat	Jln Selamat  Kg Sg Ramal Dalam	13	35
2010	40	Selangor	Gombak	Taman Greenwood	6	32
2010	40	Johor	MBJB	Kg Melayu Majidee	22	108
2010	40	Johor	MBJB	Taman Cempaka	25	96
2010	40	Johor	MPPG	Flat Taman Cendana	24	71
2010	40	Johor	MPPG	Taman Mawar	13	60
2010	40	Johor	MBJB	Apartment Sri Wangi	12	86
2010	40	Johor	MPJBT	Taman Putri Wangsa Jln Beladau 33.43	7	45
2010	40	Johor	MPJBT	Taman Putri Wangsa Jln Badik	10	46
2010	40	Johor	MBJB	Kawasan Industri Tampoi.	11	43
2010	40	Johor	MPPG	Taman Scientex Jln Kijang	7	84
2010	40	Johor	MPPG	"Taman Scientex, Jln. Helang"	17	39
2010	40	Johor	MBJB	"Taman Rinting, Jln. Balau"	12	40
2010	40	Johor	MPJBT	Taman Bkt Jaya Jln Denai	7	37
2010	40	Johor	Kluang	Yap Tau Sah	14	36
2010	40	Johor	Kluang	Taman Intan	15	33
2010	40	Johor	MBJB	Kg Stulang Baru	9	36
2010	40	Johor	MPJBT	Taman Mesra	5	31
2010	40	Melaka	Melaka Tengah	Kg. Lapan Tengkera	31	67
2010	40	Melaka	Melaka Tengah	Taman Kenanga Seksyen1	26	57
2010	40	Melaka	Melaka Tengah	Kg Limbungan	13	41
2010	40	WPKL	Kepong	"Kepong Baru (Jln Bangau,Jln Kelicap, Jln Helang,Jln Bungur)"	5	44
2010	40	Terengganu	K.Terengganu	Kg Simpang 4 Chendering	43	63
2010	40	Terengganu	K.Terengganu	Flat Polis Padang Hiliran	29	51
2010	40	Terengganu	K.Terengganu	Kg Gong Pak Maseh	15	43
2010	40	Perlis	Kangar	Taman Singgahsana	8	49
2010	40	Kelantan	Kota Bharu	Taman Uda Murni	10	40
2010	40	P. Pinang	Timur Laut	"Taman Utara, Batu Uban"	6	30
2010	41	Selangor	Gombak	Taman Sri Gombak Fasa 9	11	52
2010	41	Selangor	Hulu Langat	Apartment Intana Ria Seksyen 7   Bandar Baru Bangi	13	45
2010	41	Selangor	Gombak	Selayang Baru K4	11	42
2010	41	Selangor	Hulu Langat	Jln Selamat  Kg Sg Ramal Dalam	14	42
2010	41	Selangor	Gombak	Taman Greenwood	7	39
2010	41	Johor	MBJB	Kg Melayu Majidee	22	115
2010	41	Johor	MBJB	Taman Cempaka	25	103
2010	41	Johor	MPPG	Flat Taman Cendana	25	78
2010	41	Johor	MPPG	Taman Mawar	13	67
2010	41	Johor	MBJB	Apartment Sri Wangi	12	93
2010	41	Johor	MPPG	"Taman Scientex, Jln. Helang"	19	46
2010	41	Johor	MBJB	"Taman Rinting, Jln. Balau"	12	47
2010	41	Johor	MPJBT	Taman Bkt Jaya Jln Denai	8	44
2010	41	Johor	PBT	Yap Tau Sah	14	43
2010	41	Johor	PBT	Taman Intan	19	40
2010	41	Johor	MPJBT	Taman Mesra	5	38
2010	41	Johor	MPPG	Taman Bukit Dahlia Jln Sejambak	11	33
2010	41	Johor	MPK	Taman Kg Majid	19	30
2010	41	Melaka	Melaka Tengah	Kg Lapan Tengkera	32	74
2010	41	Melaka	Melaka Tengah	Kg Limbongan	14	48
2010	41	Terengganu	K.Terengganu	Flat Polis Padang Hiliran	55	58
2010	41	Sarawak	Sibu	Jln Tiong Sang	6	36
2010	42	Selangor	Gombak	Taman Sri Gombak Fasa 9	12	59
2010	42	Selangor	Hulu Langat	Jln Selamat  Kg Sg Ramal Dalam	15	49
2010	42	Selangor	Gombak	Selayang Baru K4	12	49
2010	42	Selangor	Gombak	Taman Greenwood	8	46
2010	42	Selangor	MPS	Kg Rajah Rawang	11	32
2010	42	Selangor	Hulu Langat	Apartment Taman Tenaga (3)	9	30
2010	42	Johor	MPPG	Flat Taman Cendana	28	85
2010	42	Johor	MPPG	"Taman Scientex, Jln. Helang"	19	53
2010	42	Johor	MPK	Taman Intan	19	47
2010	42	Johor	MPPG	Taman Bukit Dahlia Jln Sejambak	12	40
2010	42	Johor	MPK	Taman Kg. Majid	20	37
2010	42	Johor	MPK	Taman Kluang Baru	8	36
2010	42	Johor	MPK	Taman Makmur	10	32
2010	42	Johor	MPK	Taman Matahari	8	34
2010	42	Johor	MPJBT	Rumah Pangsa Sri Lanang	5	35
2010	42	Melaka	Melaka Tengah	Kg. Lapan Tengkera	32	81
2010	42	Melaka	Melaka Tengah	Jln.Taming Sari	19	33
2010	42	Melaka	Melaka Tengah	Taman Hilir Ujong Pasir	9	34
2010	42	Melaka	Melaka Tengah	Taman Malim Jaya	32	34
2010	42	Terengganu	K.Terengganu	Flat Polis Padang Hiliran	60	65
2010	42	WPKL	Setapak	Taman Melati (Fs Tioman 172.Fs Langkawi 1&2)	9	32
2010	42	WPKL	Setapak	"Taman Setapak Indah Jln 1A/6-6A/6,1B/6-7B/6, 1C/6-
7C/6,1D/6-3D/6"	8	30
2010	43	Selangor	Gombak	Taman Sri Gombak Fasa 9	13	66
2010	43	Selangor	Gombak	Selayang Baru K4	14	56
2010	43	Selangor	Hulu Langat	Jln Selamat  Kg Sg Ramal Dalam	18	56
2010	43	Selangor	Gombak	Taman Greenwood	8	53
2010	43	Selangor	MPS	Kg Rajah Rawang	13	39
2010	43	Selangor	Hulu Langat	Apartment Taman Tenaga (3)	9	37
2010	43	Selangor	Hulu Langat	Apartment Sri Anggerik 7 Bandar Baru Bangi	10	35
2010	43	Selangor	MPAJ (GB)	Au2 Taman Keramat (Zon A)	17	32
2010	43	Johor	MPPG	Flat Taman Cendana	29	92
2010	43	Johor	MPPG	"Taman Scientex, Jln. Helang"	20	60
2010	43	Johor	MPPG	Taman Bukitdahlia Jln Sejambak	12	47
2010	43	Johor	MPK	Taman Kg. Majid	24	44
2010	43	Johor	MPK	Taman Orkid	24	35
